School ,Subjects,lab coat,eyeglasses,facial hair,pencil/pen in pocket,unkempt appearance,test tubes,flasks,microscope,bunsen burner,experimental animals,other (symbols of research),books,filing cabinets,other (symbols of knowledge),solutions in glassware,machines,other (signs of technology),scientist gender,scientist race,overall appearance of scientist,Subjectspost,plab coat,peyeglasses,pfacial hair,ppencil/pen in pocket,punkempt appearance,ptest tubes,pflasks,pmicroscope,pbunsen burner,pexperimental animals,pother (symbols of research),pbooks,pfiling cabinets,pother (symbols of knowledge),psolutions in glassware,pmachines,pother (signs of technology),pscientist gender,pscientist race,poverall appearance of scientist,Subjectspostpost,pplab coat,ppeyeglasses,ppfacial hair,pppencil/pen in pocket,ppunkempt appearance,pptest tubes,ppflasks,ppmicroscope,ppbunsen burner,ppexperimental animals,ppother (symbols of research),ppbooks,ppfiling cabinets,ppother (symbols of knowledge),ppsolutions in glassware,ppmachines,ppother (signs of technology),ppscientist gender,ppscientist race,ppoverall appearance of scientist
Bologna ,BGA18,n,n,n,n,n,n,n,n,n,n,exploding car,n,n,n,n,n,n,m,don't know,S,BGA18,n,n,n,n,n,n,n,n,n,n,some type of gun looking thing,n,n,n,n,n,n,m,don't know,S,BGA18,y,y,y,n,n,n,y,n,n,n,"poisons, distillation setup, chemicals",n,n,desk,y,n,n,m,don't know,E
Bologna ,BGA19,n,y,n,n,n,n,n,n,n,n,"fire, beaker",n,y,desk,n,n,n,m,don't know,P,BGA19,n,y,n,n,n,y,y,n,n,n,"electric crawling thing, TW",n,n,"desk, shelves",y,n,n,m,don't know,P,BGA19,n,n,n,n,n,y,y,n,n,n,"chemicals, fumes, explosion, beakers",n,n,"desk, shelves",y,n,n,f,don't know,P
Bologna ,BGA20,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,f,don't know,N,BGA20,n,n,n,n,n,n,n,n,n,y,n,n,n,desk,n,n,n,f,spanish/latino,P,BGA20,n,n,n,n,n,n,n,n,n,n,"fan, colored fan blades",n,n,n,n,y(fan),n,m,don't know,N
Bologna ,BGA21,n,y,n,n,n,n,y,n,n,"light bulb thing, flowers",n,n,n,desk,n,n,n,f,don't know,P,BGA21,n,y,n,n,n,n,y,n,n,n,"dry ice, van der Graff generator, flower pot",n,  n,desk,y,n,n,f,white,P,BGA21,y,n,n,n,n,n,y,n,n,n,"chemicals, goggles, mixing",n,n,desk,y,n,n,f,don't know,P
Bologna ,BGA22,n,n,n,n,n,n,n,n,n,n,plants,n,y,desk,n,n,n,m,white,P,BGA22,n,n,n,n,n,n,n,n,n,n,"galaxy, magnets,sun",n,n,desk,n,n,n,m ,Black or african american,P,BGA22,y,n,n,n,n,n,n,n,n,n,"earth, magnet",n,n,n,n,n,n,m,don't know,P
Hartford,H5 (drawings averaged),n,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,N,H5 (drawings averaged),n,n,n,n,n,y,y,n,n,n,explosion,n,n,desk,y,n,n,m,don't know,E,H5 (drawings averaged),y,n,n,n,n,y,y,n,n,n,"numbers and equation symbols, chemicals, gas, cube, mask, goggles",n,n,table,y,n,n,f,don't know,P
Hartford,H5(drawings averaged),n,n,y,n,y (just a head drawn),y,y,n,n,n,n,n,n,desk,y,n,n,"m (only head is drawn, no body)",don't know,E,H5 (drawings averaged),n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,computer,n,m,don't know,N,H5(drawings averaged),no secondary post data ,,,,,,,,,,,,,,,,,,,
Hartford,H5 (drawings averaged),n,n,y,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,N,H5 (drawings averaged),n,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,N,H5 (drawings averaged),y,n,y,n,n,n,y,n,n,y,"animal creation, chemicals, magnifying glass, chicken creature",n,n,"bookshelf, table",y,n,n,m,don't know,S
Hartford,H5 (drawings averaged),n,n,n,n,n,n,n,n,n,n,"fire, beaker",n,n,desk,n,n,n,m,don't know,N,H5 (drawings averaged),n,y,n,n,n,y,y,n,n,n,beakers,n,n,"desk,shelves",y,n,n,m,don't know,P,H5 (drawings averaged),y,y,n,y,n,y,n,n,n,n,"test tube rack, liquid",n,n,table,y,n,n,f,don't know,P
Hartford,H5 (drawings averaged),n,n,n,n,y,n,y,n,n,n,made a creature,n,n,desk,y,n,n,m,white,"E,S",H5 (drawings averaged),y,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,P,H5 (drawings averaged),n,n,n,n,n,n,n,n,n,n,"mentos, cola, explosion",n,n,table,n,n,n,m,don't know,P
Hartford,H5 (drawings averaged),n,n,y,n,n,y,y,n,n,n,n,n,y,"desk, spinny chair",y,n,n,m,don't know,N,H5 (drawings averaged),n,n,n,n,y,y,y,n,n,n,lab coat hanging,n,n,desk,y,n,n,m,don't know,N,H5 (drawings averaged),y,y,n,n,n,y,y,n,n,n,"chemicals, mixing, test tube rack, bruce banner, hulk",n,n,table,y,n,n,m,don't know,P
Hartford,H5 (drawings averaged),n,n,y,n,n,y,y,n,n,n,"made giant, fat creature",n,n,desk,y,n,n,m,don't know,N,H5 (drawings averaged),y,y,n,n,n,n,y,n,n,n,chemicals,n,n,desk,y,n,n,f,don't know,N,H5 (drawings averaged),n,n,n,y,n,n,y,n,n,n,"notebook, outdoors, sun, trees, grass, hot weather, chemicals, mixing",n,n,table,y,n,n,m,don't know,P
Hartford,H5 (drawings averaged),n,y,n,n,n,y,y,n,n,n,"light bulb, test tube holder",n,n,"desk, chair",y,n,n,m,don't know,N,H5 (drawings averaged),n,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,P,H5 (drawings averaged),n,y,n,n,n,y,n,n,y,n,heating up,n,n,table,y,n,n,m/f,don't know,N
Hartford,H5 (drawings averaged),y,y,n,n,n,y,n,n,n,n,"potions, beakers",n,n,desk,n,n,n,f,don't know,N,H5 (drawings averaged),n,y,n,n,n,y,y,n,n,n,explosion,n,n,desk,y,n,n,m,don't know,N,H5 (drawings averaged),n,n,n,n,n,n,n,n,n,n,"fuel, rocket, blowtorch, fuel tank, scaffolding",n,n,"desk, swivel chair",n,y(computer),n,m,don't know,P
Hartford,H5 (drawings averaged),y,y,n,n,n,y,y,n,n,n,bugs,n,y,desk,y,n,n,m,white,N,H5 (drawings averaged),y,y,n,n,n,y,y,n,n,n,"math, volcano",n,n,"whiteboard, desk",y,n,n,f,don't know,P,H5 (drawings averaged),n,n,n,n,n,n,y,n,n,n,"van der graff, electricity, chemicals, racqueteball, stool",n,n,table,y,y(van der graff),n,m/f,don't know,P
Hartford,H5 (drawings averaged),y,n,n,n,n,n,y,n,n,n,"dry ice, magnifying glass",y,n,desk,y,n,n,f,don't know,N,H5 (drawings averaged),n,n,n,n,y,y,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,E,H5 (drawings averaged),y,n,n,n,n,y,n,n,n,n,"dry ice, liquid nitrogen, mask, goggles, gloves, radiometer, flashlight, test tube rack",n,n,table,y,n,n,f,don't know,P
Hartford,H5 (drawings averaged),y,y ,n,n,n,n,y,n,n,n,volcano thing,n,n,desk,y,n,n,both (two scientists drawn),white,N,H5 (drawings averaged),n,n,n,n,n,n,n,n,n,n,"volcano, explosion, underground/tunnel",n,n,desk,n,n,n,m,don't know,P,H5 (drawings averaged),n,n,n,n,n,n,y,n,n,n,"scanner invention, chemicals, bubbling, lab of parts",n,n,workbench,y,y(scanner invention),n,m,don't know,P
Hartford,H5 (drawings averaged),n,n,y,n,n,y,n,n,n,n,test tube holder,n,n,desk,y,n,n,m,don't know,N,H5 (drawings averaged),y,n,n,n,n,y,y,n,n,n,"dry ice, magnifying glass",n,n,desk,y,n,n,f,don't know,P,H5 (drawings averaged),n,n,n,n,y,n,y,n,n,n,"lamp, chemicals, mixing",n,n,table,y,n,n,m,don't know,N
Hartford,H5 (drawings averaged),n,n,n,n,n,n,n,n,n,n,n,n,n,"teacher teaching multiple students, desk, chair",n,n,n,stick figures (can't really tell),don't know,N,H5 (drawings averaged),y,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,P,H5 (drawings averaged),y,n,n,n,n,y,y,n,n,n,"vapor/gas, chemicals, test tube rack",n,n,table,y,n,n,m/f,don't know,P
Hartford,H5 (drawings averaged),n,n,n,n,n,n,y,n,n,n,explosion ,n,n,desk,y,n,n,both (multiple scientists drawn),don't know,N,H5 (drawings averaged),y,y,n,n,n,y,n,n,n,n,shirt saying science is fun,,n,desk,y,n,n,f,don't know ,P,H5 (drawings averaged),n,n,n,n,n,y,y,n,n,n,"""project 102,182"", chemicals, records, hair cap, goggles, mask, gloves",n,n,table,y,n,n,f,don't know,P
Hartford,H5 (drawings averaged),n,n,n,n,n,n,n,n,n,n,airplane,n,n,n,n,n,n,m,don't know,S ,H5 (drawings averaged),y,y,n,n,n,y,y,n,n,n,volcano,n,n,desk,y,n,n,f,don't know,P,H5 (drawings averaged),n,n,n,n,n,n,y,n,n,n,"filtration setup, chemicals",n,n,table,y,n,n,m,don't know,N
Hartford,H5 (drawings averaged),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H5 (drawings averaged),n,n,y,n,y,n,n,n,n,n,volcano, n,n,desk,n,n,n,m,don't know,N,H5 (drawings averaged),y,n,y,n,n,y,y,n,n,n,"chemicals, mixing",n,n,"bookshelf, table",y,n,n,m,don't know,"E,N"
Hartford,H5 (drawings averaged),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H5 (drawings averaged),y,y,n,n,n,y,y,n,n,n,volcano,n,n,desk,y,n,n,f,don't know,P,H5 (drawings averaged),y,n,n,n,n,y,y,n,n,n,"chemicals, mixing, goggles, books with no paper, bubbling",y,n,"shelf, table",y,n,n,m,don't know,N
Hartford,H5 (drawings averaged),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H5 (drawings averaged),n,y,n,n,n,n,n,n,n,n,graduated cylinder,n,y,n,n,n,n,m,don't know,E,H5 (drawings averaged),n,n,n,n,n,n,n,n,n,n,"lamp, notes ",n,n,table,n,n,n,m/f,don't know,N
Hartford,H5 (drawings averaged),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H5 (drawings averaged),y,y,n,n,n,y,y,n,n,n,n,n,y,desk,y,n,n,f,don't know,P,H5 (drawings averaged),n,n,n,n,n,n,n,n,n,n,"liquid, pitcher, unfinished",n,n,table,y,n,n,can't tell,don't know,N
Hartford,H5 (drawings averaged),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H5 (drawings averaged),y,y,y,n,y,y,y,n,n,n,"cat,explosion",n,n,desk,y,n,n,m, don't know,E,H5 (drawings averaged),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Auxier ,AUX1,n,n,y,n,y,n,n,n,n,n,Albert Einstien,n,n,car,n,n,n,m,white,P,AUX1,n,n,y,n,n,n,y,n,n,y,albert einstien,n,n,n,n,n,n,m,don't know,P,AUX1,y,n ,n ,y,n ,n,n ,n ,n ,n ,"van de graaff, outdoors, grass",n ,n ,desk,n ,y,n ,m,don't know,P
Auxier ,AUX2,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,don't know,don't know,N,AUX2,n,n,n,n,n,n,y,n,n,y,fumes,n,n,n,n,n,n,m,don't know,P,AUX2,n ,n ,n ,n ,y,y,n ,n ,n ,y,"chemicals, radiation warning, Hollywood location",n ,n ,desk,y ,n ,n ,f,don't know,S
Auxier ,AUX3,y,y,n,n,n,y,y,n,n,n,bubbles,n,n,n,y,n,n,f,don't know,p,AUX3,y,y,n,n,n,y,y,n,n,n,"desk, fumes",n,n,n,y,y,n,f,don't know,P,AUX3,y,y,n ,n ,n,y,n,n,n,n,"fan, liquid nitrogen",n,n,desk,y ,n,n,f,don't know,P
Auxier ,AUX4,N,Y,y,n,y,n,y,n,n,n,n,n,n,desk,y,n,n,don't know,don't know,S,AUX4,n,n,n,n,y,n,n,n,n,n,"acid, mutations, lightning",n,n,desk,n,robot,n,don't know,don't know,S,AUX4,n,n,n,n,n,n,y,n,n,n,"mad scientist, liquid nitrogen, explosion, lightbulb, mention of thomas edison",n,n,n ,y ,n,n,m,don't know,"E,S"
Auxier ,AUX5,y,n,n,n,n,n,n,n,n,n,baking soda volcano,n,n,desk,n,n,n,don't know,don't know,P,AUX5,n,n,n,n,n,y,n,n,n,n,n,n,n,desk,y,n,n,f,don't know,P,AUX5,n,n,n,n,n,n,y,n,n,n,"project poster, alphabet, science is fun poster",n,n,desk,n,n,n,f,don't know,P
Auxier ,AUX6,y,y,n,y,n,y,y,n,n,n,globe,n,n,desk,y,n,n,f,don't know,p,AUX6,n,y,n,y,n,n,n,n,n,n,baking soda volcano,n,n,desk,n,n,n,f,don't know,p,AUX6,n,n,n,n,n,y,y,n,n,n,"chemical fumes, goggles, fire",n,n,desk,y ,n,n,f,don't know,N 
Auxier ,AUX7,n,n,n,n,n,n,n,n,n,y,"frankenstein, zombies",n,n,desk,n,n,n,m,don't know,"s, e",AUX7,n,n,n,n,n,n,n,n,n,n,electric current,n,n,desk,n,"lightbulbs, wires",Thomas Edison,m,white,p,AUX7,n,n,n,n,n,n,n,n,n,n,"light, grass, stairs",n,n,n,n,n,n,m,don't know,N
Auxier ,AUX8,n,n,n,n,n,n,n,n,n,n,observation,n,n,"desk, notepad",n,wind tunnel,tornado,m,don't know,P,AUX8,N,N,N,N,N,y,n,n,n,n,"dry ice, magnifying glass",n,n,desk,y,"phone, computer",n,f,don't know,p,AUX8,no secondary post data ,,,,,,,,,,,,,,,,,,,
Auxier ,AUX9,y,y,n,n,n,n,n,n,n,n,Albert Einstien,n,n,n,n,jetpack,n,m,white,n,AUX9,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,van der graaph generator,n,f,don't know,p,AUX9,n,n,n,n,n,n,n,n,n,n,"icecream, books, pet rodent",y,n,shelves,n,n,n,f,don't know,P
Auxier ,AUX10,n,n,n,n,n,n,y,n,n,n,Albert Einstien,n,n,desk,y,spray bottle,n,m,white,p,AUX10,n,n,n,n,n,y,y,n,n,y,cure for cancer,n,n,desk,y,n,n,f,don't know,p,AUX10,y,n,n,n,n,y,y,n,n,n,"frankenstein, chemicals, chemical mixing, flower/photosynthesis, explosion, goggles",n,n,"desk, shelves",y,n,n,m,don't know,"P, S"
Auxier ,AUX11,n,n,n,n,n,n,n,n,n,n,n,n,n,desk,n,n,n,f,don't know,n,AUX11,n,n,n,n,n,n,n,n,n,y,n,y,n,desk,n,computer,n,f,don't know,p,AUX11,n,n,n,n,n,n,y,n,n,n,"bunny, invisibility, exp gone wrong",n,n,n,y,n,n,don't know,don't know,N
Auxier ,AUX12,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,P,AUX12,N,N,N,N,N,n,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,p,AUX12,n,n,n,n,n,y,y,n,n,n,chemicals,y,n,desk ,y,n,n,f,don't know,N
Auxier ,AUX13,y,y,n,n,n,n,n,n,n,n,n,n,n,desk,n,computer ,hacking,m,don't know,n,AUX13,y,y,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,m,don't know,n,AUX13,y,y,n,n,n,n,y,n,n,n,"chemicals, fumes",n,n,desk,y,n,n,m,don't know,N
Auxier ,AUX14,n,n,n,n,n,y,y,n,n,n,ions,n,y,desk,y,n,n,don't know,don't know,p,AUX14,n,n,n,n,n,n,y,n,n,n,various body parts,n,y,desk,y,n,n,f,don't know,s,AUX14,n,n,n,n,n,n,n,n,n,n,"van de graaff, fan, lamp",n,n,desk,n,y,n,f,don't know,P
Auxier ,AUX15,n,y,n,n,n,n,y,n,n,n,explosion,n,n,desk,n,n,n,m,don't know,s,AUX15,n,y,n,n,n,n,y,n,n,n,science posters,y,y,desk,n,n,n,f,don't know,p,AUX15,n,y,n,n,n,n,n,n,n,n,"volcano, volcanic eruption, journals",y,n,n,n,y(magnification device?),n,don't know,don't know,P
Auxier ,AUX16,y,n,n,n,n,n,n,n,n,n,n,n,n,desk,n,lab equipment,n,both,don't know,p,AUX16,y,n,n,n,n,n,y,n,n,n,n,n,n,desk,y,lab equipment,n,f,don't know,p,AUX16,y,y,n,n,n,n,y,n,n,n,"bubbling over, chemicals, beakers",n,n,desk,y,n,n,f,don't know,P
Auxier ,AUX17,y,n,n,n,n,y,y,n,n,n,n,y,y,n,y,n,n,f,don't know,p,AUX17,y,n,n,n,n,y,y,n,n,n,science posters,y,y,n,y,sink,n,f,don't know,p,AUX17,n,n,n,n,n,y,y,y,n,n,"insects, chemicals, beaker, college grad certificate",y,n,"desk, shelves",y,n,n,f,don't know,P
Auxier ,AUX18,y,y,n,y,n,n,y,n,n,n,n,n,y,n,y,n,n,f,don't know,p,AUX18,y,y,n,y,n,n,y,n,n,n,n,n,y,n,y,n,n,f,don't know,p,AUX18,y,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,f,don't know,N
Auxier ,AUX19,y,y,n,n,y,n,y,n,n,n,Albert Einstien,n,n,desk,y,lab equipment,n,m,don't know,e,AUX19,n,n,n,n,n,n,n,n,n,n,n,n,n,school,n,n,n,f,don't know,p,AUX19,y,n,n,n,n,y,y,n,n,n,powders,n,n,desk,n,n,n,m,don't know,P
Auxier ,AUX20,n,y,n,n,n,n,n,n,n,y,scientific posters,y,y,desk,n,n,n,f,don't know,n,AUX20,n,n,n,n,n,n,n,n,n,y,animal trainer,n,n,n,n,n,n,f,don't know,p,AUX20,n,y,n,n,n,n,y,y,n,n,"certificate, chemicals, bubbling",y,n,"desk, shelves",y,y(computer),n,f,don't know,P
Auxier ,AUX21,n,n,n,n,n,y,y,n,n,n,n,n,n,desk,y,n,n,f,don't know,p,AUX21,n,n,n,n,n,n,y,n,n,n,various body parts,n,y,n,y,lightbulbs,n,f,don't know,p,AUX21,n,n,n,n,n,n,y,n,n,n,"dry ice, chemicals",n,n,desk,y,n,n,f,don't know,P
Auxier ,AUX22,n,n,n,n,n,y,n,n,n,y,cage fighting,n,n,n,n,n,n,don't know,don't know,"s, e",AUX22,n,n,n,n,n,n,n,n,n,y,cage fighting,n,n,n,n,gene changing machine,n,m,don't know,e,AUX22,n,n,n,n,n,y,n,n,n,n,"blood, tiger, lion",n,n,sink,y,y(claws?),n,m,don't know,S
Auxier ,AUX23,n,y,n,y,n,n,y,n,n,y,"bubbles, volcano",n,n,desk,y,n,beaker,f,don't know,p,AUX23,n,n,n,n,n,n,y,n,n,n,fumes,n,n,lab bench,y,static electicity globe,n,f,don't know,p,AUX23,y,y,n,n,n,y,y,n,n,n,"body parts, chemicals, graduated cylinder, bubbling",n,n,"desk, shelves",y,n,n,f,don't know,N
Auxier ,AUX24,n,n,n,n,y,y,y,n,n,n,"bubbles, robot",n,y,science lab,y,n,n,don't know,don't know,s,AUX24,n,n,n,n,n,y,y,n,n,n,cloud/explosion,n,n,lab bench,y,n,n,don't know,don't know,s,AUX24,n,n,n,n,n,y,y,n,n,y,"turtles, chemicals, fumes",n,n,desk,y,n,n,f,don't know,S
Auxier ,AUX25,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,don't know,don't know,n,AUX25,n,n,n,n,n,n,n,n,n,n,electic wire,n,n,desk/bencj,n,electic globe,plug point,don't know,don't know,n,AUX25,n,n,n,n,n,n,n,n,n,n,van de graaff ,n,n,desk,n,n,n,don't know,don't know,P
Auxier ,AUX26,y,y,n,n,n,y,y,n,n,n,tubing,n,n,n,y,n,n,f,don't know,p,AUX26,y,n,n,n,n,y,y,n,n,n,explosion,n,y,desk/bench,y,n,n,f,don't know,n,AUX26,y,y,n,n,n,y,y,n,n,n,"""testing bubble"", chemicals",n,n,desk,y,n,n,f,don't know,P
Auxier ,AUX27,n,n,n,n,n,n,y,n,y,n,"fumes, bubbles",n,n,lab bench,y,n,n,f,don't know,e,AUX27,n,y,n,n,n,n,n,n,n,n,lightning rod,n,n,n,n,lightning rod,electric bolt,don't know,don't know,s,AUX27,n,y,n,n,n,n,n,n,n,n,"water bottle, robotic arm",n,n,n,n,n,y(robotic arm),m,don't know,P
Auxier ,AUX28,y,n,n,y,y,y,y,n,n,n,"potions, computer",n,n,telephone,y,computers,n,f,don't know,e,AUX28,n,n,n,y,y,y,y,n,n,n,shelves with things,n,n,desk,y,slime machine,n,f,don't know,n,AUX28,n,n,n,n,n,n,n,n,n,n,outfit,n,n,n,n,y(computer),n,f,don't know,P
Auxier ,AUX29,y,y,n,n,y,n,y,n,n,y,"fumes, bubbles",n,y,n,y,n,n,m,don't know,e,AUX29,n,y,n,n,y,y,y,n,n,y,fumes,n,y,desk,y,n,n,m,don't know,e,AUX29,n,n,n,n,n,n,y,n,n,n,"chemicals, substances (gunpowder, toxic waste, uranium)",n,n,desk,y,n,n,m,don't know,S
Auxier ,AUX30,y,n,n,y,n,n,n,y,n,y,computer,n,n,desk,n,computer,n,m,don't know,p,AUX30,y,n,n,n,n,y,y,n,n,n,lab bench,n,n,desk,y,computer,n,m,don't know,n,AUX30,y,n,n,n,n,y,n,n,n,n,"x ray of broken bone, chemicals, medication",n,n,desk,y,n,n,m,don't know,P
Auxier ,AUX31,n,n,n,n,n,n,n,n,n,n,saturn,n,n,n,n,n,caricature of einstein,m,white,p,AUX31,n,n,n,n,n,n,y,n,n,yes(chicken egg),lamp,n,n,desk,y,n,n,f,don't know,n,AUX31,n,n,n,n,n,n,y,n,n,n,"bubbling over, chemicals, explosion",n,n,desk,y,n,n,f,don't know,N
Auxier ,AUX32,n,y,n,n,y,y,y,n,n,y,white board,n,n,lab bench,y,n,n,m,don't know,e,AUX32,n,y,n,n,y,y,y,n,n,y,n,n,n,bench,y,n,n,m,don't know,s,AUX32,y,y,n,n,y,n,y,n,n,n,"chemicals, overflowing",n,n,desk,y,n,n,m,don't know,"E,N"
Auxier ,AUX33,n,n,n,n,y,y,y,n,n,n,kite,n,y,lab bench,y,n,electric bolt,m,don't know,n,AUX33,y,n,n,n,n,y,y,n,n,y,tubes,n,n,lab bench,y,n,n,m,don't know,n,AUX33,y,y,n,n,y,y,n,n,n,n,"graduated cylinder, chemicals, mixing, lightning",n,n,desk,y,n,n,m,don't know,E 
Auxier ,AUX34,n,y,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,f,don't know,n,AUX34,y,y,n,n,n,y,y,n,n,n,"volcano, flames",n,n,lab bench,y,n,n,f,white,p,AUX34,y,n,n,n,n,y,n,n,n,n,"mini volcano, goggles, eruption",n,n,desk,y,n,n,f,don't know,P
Auxier ,AUX35,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,m,don't know,n,AUX35,n,n,n,n,n,n,n,n,n,n,"chair, desk",n,n,deak,n,n,n,don't know,don't know,n,AUX35,n,y,n,n,n,y,y,n,n,n,"outdoors, chemicals",n,n,n,y,n,n,m,don't know,P
Auxier ,AUX36,y,y,b,b,b,y,y,n,n,n,fumes,n,n,lab bench,y,n,n,f,don't know,n,AUX36,y,n,n,n,n,n,y,n,n,n,fumes,n,n,lab bench,y,n,n,don't know,don't know,n,AUX36,n,n,n,n,n,y,y,n,n,n,"explosion, chemicals",n,n,desk,y,n,n,f,don't know,N
Auxier ,AUX37,n,n,n,n,n,y,y,n,n,n,test tube rack,n,y,lab bench,y,n,n,f,don't know,s,AUX37,n,n,n,n,y,y,y,n,n,n,fumes,n,n,lab bench,y,n,n,f,don't know,e,AUX37,y,n,n,n,n,y,n,n,n,n,chemicals,y,n,desk,y,n,n,f,don't know,N
Auxier ,AUX38,y,n,n,n,n,y,y,n,n,n,test tube rack,n,"fire, sprinkler",lab bench,y,n,n,f,don't know,n,AUX38,y,n,n,n,n,n,n,n,n,n,fire,n,n,bench,n,n,n,f,don't know,n,AUX38,y,n,n,n,n,n,n,n,n,n,fire,n,n,n,n,n,n,f,don't know,N
Auxier ,AUX39,n,n,n,n,y,n,y,n,n,n,n,n,n,lab bench,n,n,n,don't know,don't know,n,AUX39,y,n,n,n,n,n,y,n,n,n,"""fume snakes""",n,n,lab bench,y,n,n,don't know,don't know,n,AUX39,n,n,n,n,n,n,y,n,n,n,"chemicals, mixing",n,n,desk,y,n,n,m,don't know,N
Auxier ,AUX40,y,n,n,n,n,y,y,n,n,n,rack,n,n,n,n,n,n,f,don't know,p,AUX40,n,y,n,n,n,y,y,n,n,n,fumes,n,n,lab bench,y,y,n,f,don't know,n,AUX40,no secondary post data ,,,,,,,,,,,,,,,,,,,
Auxier ,AUX41,y,n,n,n,n,n,y,n,n,n,bubbles,n,n,n,n,n,n,f,don't know,p,AUX41,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,f,don't know,n,AUX41,y,n,n,n,n,y,y,n,n,n,"chemicals, bubbling",n,n,desk,y,n,n,f,don't know,P
Auxier ,AUX42,n,y,n,n,y,n,y,n,n,n,n,n,y,n,n,n,plants,don't know,don't know,n,AUX42,n,y,n,n,y,y,y,n,n,n,n,n,y,n,y,n,plants,don't know,don't know,n,AUX42,n,n,n,n,y,n,n,n,n,n,explosion,n,n,desk,y,n,n,dont know,don't know,E
Auxier ,AUX43,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,lava,don't know,don't know,n,AUX43,n,n,n,n,n,n,n,n,n,n,battery or explosives,n,n,n,n,n,shock absorber suit,don't know,don't know,n,AUX43,n,n,n,n,n,n,n,n,n,n,"suit, electricity, goggles",n,n,desk,n,n,n,m,don't know,P
Auxier ,AUX44,n,y,n,n,n,y,n,n,y,y,fumes,n,n,n,y,n,"light bulb, Bill Nye",m,white,p,AUX44,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,m,don't know,n,AUX44,n,n,n,n,n,n,n,n,n,n,"van de graaff, ""batsist"" bat scientist, batman",n,n,n,n,n,n,m,don't know,N
Auxier ,AUX45,y,n,n,n,n,n,n,n,n,n,weighing scale,n,n,n,n,weighning scale,rock,m,don't know,n,AUX45,n,y,n,n,y,n,y,n,n,n,fumes,n,n,lab bench,y,n,liquid nitrogen cylinder,m,don't know,n,AUX45,n,y,n,n,n,n,n,n,n,n,"trees, soil, outdoors",n,n,n,n,n,n,m,don't know,P
Auxier ,AUX46,y,y,n,n,n,y,n,n,n,n,"wires, test tube rack",n,n,bench,y,n,n,don't know,don't know,p,AUX46,y,n,n,y,n,y,n,y,n,n,bubbles,y,n,lab bench,n,static electicity globe,n,f,don't know,p,AUX46,y,n,n,y,n,n,n,n,n,n,"eggs, clipboard, outdoors",n,n,n,n,n,n,f,don't know,P
Auxier ,AUX47,n,n,n,y,n,n,y,y,n,y,notepad,n,n,lab bench,n,n,animal bones,don't know,don't know,n,AUX47,n,n,n,n,n,n,y,y,n,y,charts,n,y,lab bench,n,computer,animal and plants,don't know,don't know,n,AUX47,n,n,n,n,n,y,y,n,n,n,legos,n,n,desk,n,y(computer),n,m,don't know,P
Auxier ,AUX48,y,y,n,n,y,y,y,n,n,n,fumes,n,n,lab bench,y,time machine,n,m,don't know,n,AUX48,n,n,n,n,n,y,y,n,n,n,fumes/vapor,n,n,lab bench,y,static electicity globe,dry ice,f,don't know,p,AUX48,n,n,n,n,n,n,y,n,n,n,"lamps, plants, chemicals, bubbling, van de graaff",n,n,desk,y,n,n,f,don't know,P
